Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
20230816072717_seigot_main_20230816_1330_tamani-souha_v4_jerk150.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816073440_seigot_main_20230816_1330_tamani-souha_v4_jerk150.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816074203_seigot_main_20230816_1330_tamani-souha_v4_jerk150.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816074927_seigot_main_20230816_1330_tamani-souha_v4_jerk150.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816075703_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816080246_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk.patch	43.2953	43.2953	14	false	false	true	false	true	true	false
20230816081010_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816081552_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk.patch	43.4166	41.2457	17.9999	false	false	true	false	false	true	false
20230816082135_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk.patch	116.265	110.452	70.1999	true	false	false	false	false	true	false
20230816082858_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816083441_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk.patch	116.297	110.482	68.3993	true	false	false	false	false	true	false
20230816084040_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2.patch	116.391	110.572	71.1999	true	false	false	false	false	true	false
20230816084623_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2.patch	43.4259	41.2546	15.5999	false	false	true	false	false	true	false
20230816085205_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2.patch	116.174	110.366	69.5998	true	false	false	false	false	true	false
20230816085748_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2.patch	116.401	110.581	68.1999	true	false	false	false	false	true	false
20230816090331_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2.patch	116.415	110.595	72.6005	true	false	false	false	false	true	false
20230816091054_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816091818_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2.patch	-1	-1	-1	false	false	false	false	false	false	false
20230816092413_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound.patch	116.305	110.49	68.8002	true	false	false	false	false	true	false
20230816092956_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound.patch	53.1278	50.4714	18.9998	false	false	true	false	false	true	false
20230816093539_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound.patch	43.208	41.0476	21.9999	false	false	true	false	false	true	false
20230816094121_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound.patch	116.386	110.567	64.4028	true	false	false	false	false	true	false
20230816094704_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound.patch	43.1707	41.0122	17.799	false	false	true	false	false	true	false
20230816095246_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound.patch	116.176	110.368	69.1999	true	false	false	false	false	true	false
20230816100010_seigot_main_20230816_1330_tamani-souha_v4_acc_jerk2_leftdrivablebound.patch	-1	-1	-1	false	false	false	false	false	false	false
